yt_llm_a_26,142.250.75.78,443,192.168.1.5,63275,UDP,1789805571.925110600,13,0.000000,0.187203,0.205496,14.488602,14.488603,29.509928,34.944923,34.996182,35.181962,35.181964,35.201022,49.980894,55.103513,,59,1182,54,107,107,54,107,59,1104,172,54,54,107
