yt_bot_a_216,2a00:1450:4028:80a::2003,443,2a06:c701:7540:db00:8048:1575:c91c:83b9,51619,TCP,1786385091.298453200,17,0.000000,0.007985,0.007987,0.064166,0.064168,0.064169,0.064170,0.064170,0.176208,0.178161,0.178163,0.180176,0.182361,0.182363,0.182364,0.198311,0.204361,,72,60,60,1280,1280,1280,1280,531,60,60,60,1020,595,132,99,60,60
yt_bot_a_216,2a00:1450:4001:c21::54,443,2a06:c701:7540:db00:8048:1575:c91c:83b9,51620,TCP,1786385091.442584100,8,0.000000,0.060228,0.060229,0.068172,0.068173,0.068174,0.068177,0.103474,,72,60,60,1280,1280,1280,477,60
yt_bot_a_216,2a00:1450:4001:c21::54,443,2a06:c701:7540:db00:8048:1575:c91c:83b9,51621,TCP,1786385091.545254000,18,0.000000,0.059528,0.059530,0.069630,0.069632,0.069634,0.069644,0.134381,0.134383,0.139656,0.190331,0.190336,0.190338,0.190339,0.193662,0.250061,45.315060,52.490456,,72,60,60,1280,1280,1280,476,1028,91,60,1280,192,91,99,60,60,72,60
