yt_bot_a_60,2a00:1450:4028:806::2003,443,2a06:c701:7540:db00:fc7a:d02f:72a8:54d3,63996,TCP,1786376525.550885000,15,0.000000,0.005995,0.060948,0.060950,0.060951,0.060952,0.060953,0.196259,0.196262,0.198235,0.200242,0.200243,0.200244,0.210213,0.218298,,72,60,1280,1280,1280,1280,531,60,1020,91,586,132,99,60,60
yt_bot_a_60,2a00:1450:4028:800::200e,80,2a06:c701:7540:db00:fc7a:d02f:72a8:54d3,63997,TCP,1786376525.554897300,5,0.000000,0.006573,0.076945,0.076946,0.212607,,72,60,1198,80,60
yt_bot_a_60,2a00:1450:4001:c21::54,443,2a06:c701:7540:db00:fc7a:d02f:72a8:54d3,63998,TCP,1786376525.693060400,8,0.000000,0.060690,0.060693,0.068763,0.068765,0.068767,0.068781,0.126110,,72,60,60,1280,1280,1280,478,60
yt_bot_a_60,2a00:1450:4001:c21::54,443,2a06:c701:7540:db00:fc7a:d02f:72a8:54d3,64000,TCP,1786376525.817170500,16,0.000000,0.062100,0.070378,0.070385,0.070386,0.070393,0.136626,0.136629,0.138530,0.192791,0.192795,0.192797,0.200259,0.254710,45.321024,53.547601,,72,60,1280,1280,1280,478,1028,91,60,1280,191,130,60,60,72,60
