yt_bot_a_93,2a00:1450:4028:805::2003,443,2a06:c701:7540:db00:8048:1575:c91c:83b9,64829,TCP,1786378338.082337500,15,0.000000,0.006005,0.067061,0.067062,0.067063,0.067064,0.067065,0.188242,0.188244,0.188246,0.192297,0.192299,0.192300,0.198299,0.200467,,72,60,1280,1280,1280,1280,531,60,1020,91,586,132,99,60,60
yt_bot_a_93,2a00:1450:4001:c21::54,443,2a06:c701:7540:db00:8048:1575:c91c:83b9,64830,TCP,1786378338.198853000,8,0.000000,0.061964,0.069777,0.069779,0.069784,0.080097,0.127750,0.129777,,72,60,1280,1280,477,1280,60,1280
yt_bot_a_93,2a00:1450:4001:c21::54,443,2a06:c701:7540:db00:8048:1575:c91c:83b9,64831,TCP,1786378338.328635000,16,0.000000,0.062156,0.062159,0.068160,0.068162,0.068163,0.068169,0.132172,0.132175,0.193650,0.193653,0.193656,0.194167,0.260366,45.325696,51.575764,,72,60,60,1280,1280,1280,476,1028,91,1280,195,91,99,60,72,60
