yt_bot_a_316,2a00:1450:4028:804::2003,443,2a06:c701:7540:db00:8048:1575:c91c:83b9,54094,TCP,1786390601.830283300,16,0.000000,0.006002,0.063304,0.063305,0.063306,0.063307,0.063308,0.164834,0.164836,0.166230,0.168993,0.168996,0.168997,0.180468,0.180470,0.180470,,72,60,1280,1280,1280,1280,530,60,1020,91,585,132,99,60,60,60
yt_bot_a_316,2a00:1450:4001:c21::54,443,2a06:c701:7540:db00:8048:1575:c91c:83b9,54097,TCP,1786390602.200747700,19,0.000000,0.060103,0.060105,0.068505,0.068509,0.068512,0.068520,0.135176,0.135178,0.135179,0.142135,0.158300,0.158303,0.158305,0.158307,0.200202,0.220496,45.289256,52.250326,,72,60,60,1280,1280,1280,476,1028,60,91,60,1280,192,91,99,60,60,72,60
