yt_bot_a_102,2a00:1450:4001:c21::54,443,2a06:c701:7540:db00:8048:1575:c91c:83b9,65049,TCP,1786378829.534677500,8,0.000000,0.061972,0.061973,0.071884,0.071887,0.071888,0.071892,0.075989,,72,60,60,1280,1280,1280,477,60
yt_bot_a_102,2a00:1450:4001:c21::54,443,2a06:c701:7540:db00:8048:1575:c91c:83b9,65050,TCP,1786378829.608490500,18,0.000000,0.060054,0.060057,0.066080,0.066081,0.068860,0.068866,0.130238,0.132178,0.132180,0.180578,0.180580,0.180581,0.180583,0.192235,0.240687,45.301371,50.131861,,72,60,60,1280,1280,1280,477,1028,60,91,1280,201,91,99,60,60,72,60
