yt_bot_a_94,2a00:1450:4028:805::2003,443,2a06:c701:7540:db00:8048:1575:c91c:83b9,64853,TCP,1786378392.524695700,9,0.000000,0.010552,0.022504,0.066563,0.066566,0.066569,0.066571,0.066573,0.066575,,72,60,60,1280,1280,1280,1280,530,60
yt_bot_a_94,2a00:1450:4028:805::2003,443,2a06:c701:7540:db00:8048:1575:c91c:83b9,64855,TCP,1786378392.541179500,18,0.000000,0.005666,0.068191,0.068193,0.068194,0.068198,0.068199,0.075574,0.077578,0.077580,0.077581,0.077582,0.079581,0.079583,0.079584,0.086084,45.100658,51.993344,,72,60,1280,1280,1280,530,1280,1280,60,1020,60,91,586,132,99,60,72,60
yt_bot_a_94,2a00:1450:4001:c21::54,443,2a06:c701:7540:db00:8048:1575:c91c:83b9,64857,TCP,1786378392.684802900,17,0.000000,0.062078,0.070173,0.070175,0.070176,0.070181,0.134182,0.134184,0.134186,0.188285,0.188289,0.188290,0.188292,0.198231,0.252608,45.323812,51.912006,,72,60,1280,1280,1280,476,1028,91,60,1280,200,91,99,60,60,72,60
