yt_bot_a_206,2a00:1450:4028:805::2003,443,2a06:c701:7540:db00:8048:1575:c91c:83b9,51366,TCP,1786384544.645217600,18,0.000000,0.006968,0.006969,0.062164,0.062166,0.062167,0.062168,0.062169,0.164868,0.164869,0.164871,0.164872,0.166288,0.166289,0.166290,0.174163,0.176207,0.178187,,72,60,60,1280,1280,1280,1280,529,60,60,1020,91,586,132,99,60,60,60
yt_bot_a_206,2a00:1450:4001:c21::54,443,2a06:c701:7540:db00:8048:1575:c91c:83b9,51367,TCP,1786384544.771371600,8,0.000000,0.061124,0.064115,0.070494,0.070495,0.070496,0.070501,0.104115,,72,60,60,1280,1280,1280,477,60
yt_bot_a_206,2a00:1450:4001:c21::54,443,2a06:c701:7540:db00:8048:1575:c91c:83b9,51368,TCP,1786384544.877649500,18,0.000000,0.061926,0.070160,0.070164,0.070177,0.070180,0.129992,0.142008,0.142010,0.145994,0.198092,0.198094,0.198095,0.198097,0.206051,0.261052,45.326745,52.360343,,72,60,1280,1280,477,1280,1280,1028,91,60,1280,200,91,99,60,60,72,60
