yt_bot_a_151,2a00:1450:4028:80b::2003,443,2a06:c701:7540:db00:8048:1575:c91c:83b9,49954,TCP,1786381525.886003100,17,0.000000,0.008725,0.008726,0.065249,0.065250,0.065251,0.065252,0.065253,0.181147,0.181148,0.181150,0.185018,0.185022,0.185023,0.192113,0.204443,0.205034,,72,60,60,1280,1280,1280,1280,531,60,1020,91,586,132,99,60,60,60
yt_bot_a_151,2a00:1450:4001:c21::54,443,2a06:c701:7540:db00:8048:1575:c91c:83b9,49956,TCP,1786381526.024145800,8,0.000000,0.060751,0.060753,0.069236,0.069236,0.069237,0.069241,0.112944,,72,60,60,1280,1280,1280,476,60
yt_bot_a_151,2a00:1450:4001:c21::54,443,2a06:c701:7540:db00:8048:1575:c91c:83b9,49957,TCP,1786381526.137087100,17,0.000000,0.059323,0.069887,0.069889,0.069894,0.069896,0.129384,0.133587,0.133592,0.135560,0.193527,0.193537,0.193539,0.193541,0.259521,45.322119,52.329681,,72,60,1280,1280,477,1280,1280,1028,60,91,1280,195,91,99,60,72,60
