yt_bot_a_364,2a00:1450:4028:805::2003,443,2a06:c701:7540:db00:8048:1575:c91c:83b9,55247,TCP,1786393232.606956900,16,0.000000,0.005981,0.064243,0.064244,0.064245,0.064246,0.064247,0.182235,0.182377,0.184253,0.184254,0.186238,0.186240,0.192269,0.196494,0.200538,,72,60,1280,1280,1280,1280,530,60,1020,60,595,132,99,60,60,60
yt_bot_a_364,2a00:1450:4001:c21::54,443,2a06:c701:7540:db00:8048:1575:c91c:83b9,55249,TCP,1786393232.735254400,8,0.000000,0.060037,0.060038,0.068188,0.068189,0.068190,0.068195,0.118028,,72,60,60,1280,1280,1280,477,60
yt_bot_a_364,2a00:1450:4001:c21::54,443,2a06:c701:7540:db00:8048:1575:c91c:83b9,55250,TCP,1786393232.859285000,16,0.000000,0.066066,0.074124,0.074126,0.074127,0.074133,0.139004,0.140370,0.140371,0.198205,0.198208,0.200378,0.200380,0.266729,45.326887,49.356667,,72,60,1280,1280,1280,476,1028,91,60,1280,200,91,99,60,72,60
