yt_bot_a_289,2a00:1450:4028:80a::2003,443,2a06:c701:7540:db00:8048:1575:c91c:83b9,53418,TCP,1786389106.888526100,16,0.000000,0.005919,0.005920,0.073036,0.073038,0.073038,0.073039,0.073040,0.166201,0.168157,0.168158,0.170485,0.170486,0.170488,0.176395,0.176398,,72,60,60,1280,1280,1280,1280,529,60,1020,91,586,132,99,60,60
yt_bot_a_289,2a00:1450:4001:c21::54,443,2a06:c701:7540:db00:8048:1575:c91c:83b9,53419,TCP,1786389107.019224700,8,0.000000,0.059721,0.059722,0.069961,0.069962,0.069964,0.069968,0.097758,,72,60,60,1280,1280,1280,476,60
yt_bot_a_289,2a00:1450:4001:c21::54,443,2a06:c701:7540:db00:8048:1575:c91c:83b9,53420,TCP,1786389107.116741400,17,0.000000,0.070077,0.070079,0.076058,0.078120,0.078121,0.078361,0.144230,0.144232,0.164475,0.164481,0.164484,0.164486,0.208247,0.226653,45.296961,51.535601,,72,60,60,1280,1280,1280,478,1028,91,1280,201,91,99,60,60,72,60
